player_season_id,rank,similar_player_season_id,similarity
bundesliga_1fcheidenheim1846_benediktgimber__2425,10,premierleague_brightonhovealbion_lewisdunk__2324,0.4169
bundesliga_1fcheidenheim1846_benediktgimber__2526,1,laliga_laspalmas_mikamarmol__2324,0.3407
bundesliga_1fcheidenheim1846_benediktgimber__2526,2,seriea_roma_evanndicka__2425,0.3328
bundesliga_1fcheidenheim1846_benediktgimber__2526,3,laliga_rayovallecano_florianlejeune__2324,0.3270
bundesliga_1fcheidenheim1846_benediktgimber__2526,4,bundesliga_eintrachtfrankfurt_willianpacho__2324,0.3263
bundesliga_1fcheidenheim1846_benediktgimber__2526,5,seriea_genoa_johanvasquez__2526,0.3260
bundesliga_1fcheidenheim1846_benediktgimber__2526,6,bundesliga_borussiadortmund_nicoschlotterbeck__2324,0.3233
bundesliga_1fcheidenheim1846_benediktgimber__2526,7,ligue1_lille_alexsandroribeiro__2425,0.3220
bundesliga_1fcheidenheim1846_benediktgimber__2526,8,laliga_girona_daleyblind__2324,0.3193
bundesliga_1fcheidenheim1846_benediktgimber__2526,9,premierleague_westhamunited_maxkilman__2425,0.3175
bundesliga_1fcheidenheim1846_benediktgimber__2526,10,ligue1_angers_jordanlefort__2425,0.3152
bundesliga_1fcheidenheim1846_buduzivzivadze__2526,1,bundesliga_bayer04leverkusen_granitxhaka__2425,0.1698
bundesliga_1fcheidenheim1846_buduzivzivadze__2526,2,laliga_barcelona_pedri__2526,0.1658
bundesliga_1fcheidenheim1846_buduzivzivadze__2526,3,laliga_mallorca_samucosta__2425,0.1592
bundesliga_1fcheidenheim1846_buduzivzivadze__2526,4,seriea_juventus_manuellocatelli__2526,0.1581
bundesliga_1fcheidenheim1846_buduzivzivadze__2526,5,laliga_barcelona_pedri__2425,0.1569
bundesliga_1fcheidenheim1846_buduzivzivadze__2526,6,laliga_laspalmas_kirianrodriguez__2324,0.1543
bundesliga_1fcheidenheim1846_buduzivzivadze__2526,7,ligue1_parissaintgermain_vitinha__2425,0.1534
bundesliga_1fcheidenheim1846_buduzivzivadze__2526,8,bundesliga_bayerleverkusen_granitxhaka__2324,0.1527
bundesliga_1fcheidenheim1846_buduzivzivadze__2526,9,premierleague_manchestercity_rodri__2324,0.1505
bundesliga_1fcheidenheim1846_buduzivzivadze__2526,10,bundesliga_bayerleverkusen_florianwirtz__2324,0.1497
bundesliga_1fcheidenheim1846_erendinkci__2526,1,premierleague_manchestercity_matheusnunes__2526,0.2156
bundesliga_1fcheidenheim1846_erendinkci__2526,2,ligue1_parissaintgermain_achrafhakimi__2324,0.2061
bundesliga_1fcheidenheim1846_erendinkci__2526,3,premierleague_manchestercity_kylewalker__2324,0.2043
bundesliga_1fcheidenheim1846_erendinkci__2526,4,ligue1_parissaintgermain_achrafhakimi__2425,0.2006
bundesliga_1fcheidenheim1846_erendinkci__2526,5,laliga_realmadrid_lucasvazquez__2425,0.2002
bundesliga_1fcheidenheim1846_erendinkci__2526,6,seriea_juventus_pierrekalulu__2526,0.1987
bundesliga_1fcheidenheim1846_erendinkci__2526,7,seriea_inter_nicolobarella__2324,0.1973
bundesliga_1fcheidenheim1846_erendinkci__2526,8,seriea_fiorentina_dodo__2425,0.1960
bundesliga_1fcheidenheim1846_erendinkci__2526,9,seriea_napoli_giovannidilorenzo__2324,0.1954
bundesliga_1fcheidenheim1846_erendinkci__2526,10,laliga_realmadrid_federicovalverde__2324,0.1936
bundesliga_1fcheidenheim1846_franskratzig__2425,1,bundesliga_bayerleverkusen_alejandrogrimaldo__2324,0.5368
bundesliga_1fcheidenheim1846_franskratzig__2425,2,seriea_milan_theohernandez__2425,0.5316
bundesliga_1fcheidenheim1846_franskratzig__2425,3,premierleague_ipswichtown_leifdavis__2425,0.5312
bundesliga_1fcheidenheim1846_franskratzig__2425,4,bundesliga_bayer04leverkusen_alejandrogrimaldo__2425,0.5210
bundesliga_1fcheidenheim1846_franskratzig__2425,5,superlig_konyaspor_guilhermehaubertsitya__2425,0.5150
bundesliga_1fcheidenheim1846_franskratzig__2425,6,bundesliga_bayer04leverkusen_alejandrogrimaldo__2526,0.5126
bundesliga_1fcheidenheim1846_franskratzig__2425,7,bundesliga_eintrachtfrankfurt_nathanielbrown__2425,0.5056
bundesliga_1fcheidenheim1846_franskratzig__2425,8,premierleague_everton_dwightmcneil__2324,0.5012
bundesliga_1fcheidenheim1846_franskratzig__2425,9,premierleague_newcastleunited_lewishall__2425,0.4992
bundesliga_1fcheidenheim1846_franskratzig__2425,10,ligue1_lehavre_yaniszouaoui__2526,0.4959
bundesliga_1fcheidenheim1846_hennesbehrens__2526,1,superlig_konyaspor_guilhermehaubertsitya__2425,0.4885
bundesliga_1fcheidenheim1846_hennesbehrens__2526,2,ligue1_lehavre_yaniszouaoui__2526,0.4646
bundesliga_1fcheidenheim1846_hennesbehrens__2526,3,seriea_genoa_aaronmartin__2425,0.4614
bundesliga_1fcheidenheim1846_hennesbehrens__2526,4,seriea_milan_theohernandez__2425,0.4591
bundesliga_1fcheidenheim1846_hennesbehrens__2526,5,bundesliga_rbleipzig_davidraum__2324,0.4583
bundesliga_1fcheidenheim1846_hennesbehrens__2526,6,bundesliga_vflbochum1848_maximilianwittek__2425,0.4571
bundesliga_1fcheidenheim1846_hennesbehrens__2526,7,seriea_parma_emanuelevaleri__2526,0.4542
bundesliga_1fcheidenheim1846_hennesbehrens__2526,8,laliga_realsociedad_sergiogomez__2526,0.4532
bundesliga_1fcheidenheim1846_hennesbehrens__2526,9,bundesliga_bayer04leverkusen_alejandrogrimaldo__2526,0.4497
bundesliga_1fcheidenheim1846_hennesbehrens__2526,10,bundesliga_rbleipzig_davidraum__2526,0.4469
bundesliga_1fcheidenheim1846_janschoppner__2425,1,seriea_juventus_manuellocatelli__2526,0.2919
bundesliga_1fcheidenheim1846_janschoppner__2425,2,laliga_laspalmas_kirianrodriguez__2324,0.2890
bundesliga_1fcheidenheim1846_janschoppner__2425,3,premierleague_manchestercity_rodri__2324,0.2867
bundesliga_1fcheidenheim1846_janschoppner__2425,4,bundesliga_bayerleverkusen_granitxhaka__2324,0.2846
bundesliga_1fcheidenheim1846_janschoppner__2425,5,premierleague_chelsea_thiagosilva__2324,0.2686
bundesliga_1fcheidenheim1846_janschoppner__2425,6,bundesliga_bayer04leverkusen_jonathantah__2425,0.2678
bundesliga_1fcheidenheim1846_janschoppner__2425,7,seriea_atalanta_ederson__2425,0.2648
bundesliga_1fcheidenheim1846_janschoppner__2425,8,ligue1_marseille_pierreemilehojbjerg__2425,0.2647
bundesliga_1fcheidenheim1846_janschoppner__2425,9,ligue1_lille_benjaminandre__2425,0.2644
bundesliga_1fcheidenheim1846_janschoppner__2425,10,laliga_barcelona_paucubarsi__2425,0.2613
bundesliga_1fcheidenheim1846_janschoppner__2526,1,premierleague_arsenal_williamsaliba__2324,0.2371
bundesliga_1fcheidenheim1846_janschoppner__2526,2,premierleague_tottenhamhotspur_cristianromero__2324,0.2324
bundesliga_1fcheidenheim1846_janschoppner__2526,3,seriea_juventus_manuellocatelli__2526,0.2298
bundesliga_1fcheidenheim1846_janschoppner__2526,4,premierleague_manchestercity_rodri__2324,0.2249
bundesliga_1fcheidenheim1846_janschoppner__2526,5,laliga_laspalmas_kirianrodriguez__2324,0.2227
bundesliga_1fcheidenheim1846_janschoppner__2526,6,laliga_rayovallecano_florianlejeune__2526,0.2221
bundesliga_1fcheidenheim1846_janschoppner__2526,7,premierleague_crystalpalace_joachimandersen__2324,0.2220
bundesliga_1fcheidenheim1846_janschoppner__2526,8,seriea_fiorentina_marinpongracic__2526,0.2218
bundesliga_1fcheidenheim1846_janschoppner__2526,9,seriea_fiorentina_lucasmartinezquarta__2324,0.2187
bundesliga_1fcheidenheim1846_janschoppner__2526,10,premierleague_brightonandhovealbion_janpaulvanhecke__2425,0.2175
bundesliga_1fcheidenheim1846_jonasfohrenbach__2425,1,laliga_laspalmas_sergicardona__2324,0.4715
bundesliga_1fcheidenheim1846_jonasfohrenbach__2425,2,premierleague_crystalpalace_tyrickmitchell__2324,0.4481
bundesliga_1fcheidenheim1846_jonasfohrenbach__2425,3,premierleague_bournemouth_adrientruffert__2526,0.4420
bundesliga_1fcheidenheim1846_jonasfohrenbach__2425,4,ligue1_angers_florenthanin__2425,0.4399
bundesliga_1fcheidenheim1846_jonasfohrenbach__2425,5,premierleague_fulham_antoneerobinson__2324,0.4399
bundesliga_1fcheidenheim1846_jonasfohrenbach__2425,6,superlig_fatihkaragumruk_leventmercan__2324,0.4398
bundesliga_1fcheidenheim1846_jonasfohrenbach__2425,7,seriea_lecce_antoninogallo__2324,0.4374
bundesliga_1fcheidenheim1846_jonasfohrenbach__2425,8,superlig_sivasspor_ugurciftci__2425,0.4370
bundesliga_1fcheidenheim1846_jonasfohrenbach__2425,9,laliga_realsociedad_javilopez__2425,0.4365
bundesliga_1fcheidenheim1846_jonasfohrenbach__2425,10,laliga_mallorca_johanmojica__2526,0.4359
bundesliga_1fcheidenheim1846_jonasfohrenbach__2526,1,ligue1_lehavre_yaniszouaoui__2526,0.5284
bundesliga_1fcheidenheim1846_jonasfohrenbach__2526,2,seriea_genoa_aaronmartin__2425,0.5148
bundesliga_1fcheidenheim1846_jonasfohrenbach__2526,3,superlig_konyaspor_guilhermehaubertsitya__2425,0.5141
bundesliga_1fcheidenheim1846_jonasfohrenbach__2526,4,bundesliga_bayerleverkusen_alejandrogrimaldo__2324,0.5093
bundesliga_1fcheidenheim1846_jonasfohrenbach__2526,5,premierleague_astonvilla_lucasdigne__2425,0.5064
bundesliga_1fcheidenheim1846_jonasfohrenbach__2526,6,bundesliga_rbleipzig_davidraum__2324,0.5015
bundesliga_1fcheidenheim1846_jonasfohrenbach__2526,7,laliga_realsociedad_sergiogomez__2526,0.5012
bundesliga_1fcheidenheim1846_jonasfohrenbach__2526,8,bundesliga_bayer04leverkusen_alejandrogrimaldo__2526,0.4968
bundesliga_1fcheidenheim1846_jonasfohrenbach__2526,9,premierleague_ipswichtown_leifdavis__2425,0.4966
bundesliga_1fcheidenheim1846_jonasfohrenbach__2526,10,seriea_milan_theohernandez__2425,0.4955
bundesliga_1fcheidenheim1846_julianniehues__2526,1,laliga_barcelona_paucubarsi__2526,0.2548
bundesliga_1fcheidenheim1846_julianniehues__2526,2,laliga_laspalmas_kirianrodriguez__2324,0.2410
bundesliga_1fcheidenheim1846_julianniehues__2526,3,seriea_juventus_manuellocatelli__2425,0.2406
bundesliga_1fcheidenheim1846_julianniehues__2526,4,seriea_juventus_manuellocatelli__2526,0.2404
bundesliga_1fcheidenheim1846_julianniehues__2526,5,ligue1_marseille_pierreemilehojbjerg__2425,0.2399
bundesliga_1fcheidenheim1846_julianniehues__2526,6,premierleague_chelsea_moisescaicedo__2526,0.2344
bundesliga_1fcheidenheim1846_julianniehues__2526,7,premierleague_manchestercity_rodri__2324,0.2307
bundesliga_1fcheidenheim1846_julianniehues__2526,8,bundesliga_bayer04leverkusen_jonathantah__2425,0.2302
bundesliga_1fcheidenheim1846_julianniehues__2526,9,seriea_lazio_nicolorovella__2425,0.2285
bundesliga_1fcheidenheim1846_julianniehues__2526,10,premierleague_liverpool_virgilvandijk__2526,0.2280
bundesliga_1fcheidenheim1846_leoscienza__2425,1,laliga_realsociedad_sergiogomez__2425,0.5829
bundesliga_1fcheidenheim1846_leoscienza__2425,2,bundesliga_fcheidenheim_janniklasbeste__2324,0.5744
bundesliga_1fcheidenheim1846_leoscienza__2425,3,premierleague_manchesterunited_brunofernandes__2324,0.5694
bundesliga_1fcheidenheim1846_leoscienza__2425,4,premierleague_fulham_andreaspereira__2324,0.5659
bundesliga_1fcheidenheim1846_leoscienza__2425,5,seriea_lazio_luisalberto__2324,0.5643
bundesliga_1fcheidenheim1846_leoscienza__2425,6,laliga_barcelona_raphinha__2425,0.5622
bundesliga_1fcheidenheim1846_leoscienza__2425,7,laliga_realbetis_isco__2324,0.5611
bundesliga_1fcheidenheim1846_leoscienza__2425,8,superlig_gaziantep_maxim__2526,0.5609
bundesliga_1fcheidenheim1846_leoscienza__2425,9,premierleague_lutontown_alfiedoughty__2324,0.5565
bundesliga_1fcheidenheim1846_leoscienza__2425,10,laliga_villarreal_alexbaena__2425,0.5564
bundesliga_1fcheidenheim1846_marnonbusch__2425,1,laliga_espanyol_omarelhilali__2425,0.3232
bundesliga_1fcheidenheim1846_marnonbusch__2425,2,laliga_alaves_nahueltenaglia__2425,0.3225
bundesliga_1fcheidenheim1846_marnonbusch__2425,3,laliga_sevilla_joseangelcarmona__2425,0.3151
bundesliga_1fcheidenheim1846_marnonbusch__2425,4,premierleague_westhamunited_vladimircoufal__2324,0.3126
bundesliga_1fcheidenheim1846_marnonbusch__2425,5,seriea_napoli_giovannidilorenzo__2324,0.3107
bundesliga_1fcheidenheim1846_marnonbusch__2425,6,ligue1_brest_kennylala__2324,0.3105
bundesliga_1fcheidenheim1846_marnonbusch__2425,7,superlig_kasimpasa_claudiowinck__2324,0.3098
bundesliga_1fcheidenheim1846_marnonbusch__2425,8,seriea_lecce_daniloveiga__2526,0.3096
bundesliga_1fcheidenheim1846_marnonbusch__2425,9,superlig_kasimpasa_claudiowinck__2425,0.3085
bundesliga_1fcheidenheim1846_marnonbusch__2425,10,laliga_getafe_juaniglesias__2425,0.3080
bundesliga_1fcheidenheim1846_marnonbusch__2526,1,premierleague_westhamunited_vladimircoufal__2324,0.4145
bundesliga_1fcheidenheim1846_marnonbusch__2526,2,superlig_alanyaspor_florenthadergjonaj__2425,0.4076
bundesliga_1fcheidenheim1846_marnonbusch__2526,3,laliga_rayovallecano_andreiratiu__2526,0.4039
bundesliga_1fcheidenheim1846_marnonbusch__2526,4,seriea_napoli_giovannidilorenzo__2324,0.4023
bundesliga_1fcheidenheim1846_marnonbusch__2526,5,superlig_sivasspor_muratpaluli__2425,0.4015
bundesliga_1fcheidenheim1846_marnonbusch__2526,6,superlig_kayserispor_gokhansazdagi__2324,0.4014
bundesliga_1fcheidenheim1846_marnonbusch__2526,7,superlig_caykurrizespor_tahasahin__2324,0.4009
bundesliga_1fcheidenheim1846_marnonbusch__2526,8,laliga_rayovallecano_andreiratiu__2425,0.3990
bundesliga_1fcheidenheim1846_marnonbusch__2526,9,bundesliga_svwerderbremen_mitchellweiser__2425,0.3971
bundesliga_1fcheidenheim1846_marnonbusch__2526,10,seriea_napoli_giovannidilorenzo__2425,0.3956
bundesliga_1fcheidenheim1846_marvinpieringer__2425,1,bundesliga_bayer04leverkusen_granitxhaka__2425,0.2437
bundesliga_1fcheidenheim1846_marvinpieringer__2425,2,premierleague_manchestercity_rodri__2324,0.2342
bundesliga_1fcheidenheim1846_marvinpieringer__2425,3,bundesliga_bayerleverkusen_granitxhaka__2324,0.2338
bundesliga_1fcheidenheim1846_marvinpieringer__2425,4,laliga_realmadrid_federicovalverde__2425,0.2243
bundesliga_1fcheidenheim1846_marvinpieringer__2425,5,seriea_torino_duvanzapata__2324,0.2150
bundesliga_1fcheidenheim1846_marvinpieringer__2425,6,ligue1_parissaintgermain_vitinha__2425,0.2144
bundesliga_1fcheidenheim1846_marvinpieringer__2425,7,premierleague_newcastleunited_brunoguimaraes__2324,0.2137
bundesliga_1fcheidenheim1846_marvinpieringer__2425,8,seriea_inter_nicolobarella__2324,0.2131
bundesliga_1fcheidenheim1846_marvinpieringer__2425,9,laliga_mallorca_vedatmuriqi__2324,0.2130
bundesliga_1fcheidenheim1846_marvinpieringer__2425,10,seriea_lazio_matteoguendouzi__2425,0.2120
bundesliga_1fcheidenheim1846_marvinpieringer__2526,1,premierleague_manchestercity_rodri__2324,0.1979
bundesliga_1fcheidenheim1846_marvinpieringer__2526,2,bundesliga_bayerleverkusen_granitxhaka__2324,0.1965
bundesliga_1fcheidenheim1846_marvinpieringer__2526,3,bundesliga_bayer04leverkusen_granitxhaka__2425,0.1898
bundesliga_1fcheidenheim1846_marvinpieringer__2526,4,superlig_fenerbahce_fred__2425,0.1867
bundesliga_1fcheidenheim1846_marvinpieringer__2526,5,ligue1_parissaintgermain_vitinha__2425,0.1837
bundesliga_1fcheidenheim1846_marvinpieringer__2526,6,premierleague_newcastleunited_brunoguimaraes__2324,0.1806
bundesliga_1fcheidenheim1846_marvinpieringer__2526,7,bundesliga_1fsvmainz05_kaishusano__2425,0.1800
bundesliga_1fcheidenheim1846_marvinpieringer__2526,8,ligue1_parissaintgermain_vitinha__2526,0.1784
bundesliga_1fcheidenheim1846_marvinpieringer__2526,9,laliga_barcelona_pedri__2425,0.1783
bundesliga_1fcheidenheim1846_marvinpieringer__2526,10,laliga_realmadrid_federicovalverde__2425,0.1765
bundesliga_1fcheidenheim1846_mathiashonsak__2425,1,premierleague_liverpool_andyrobertson__2324,0.3736
bundesliga_1fcheidenheim1846_mathiashonsak__2425,2,bundesliga_rbleipzig_davidraum__2324,0.3716
bundesliga_1fcheidenheim1846_mathiashonsak__2425,3,superlig_konyaspor_guilhermehaubertsitya__2324,0.3707
bundesliga_1fcheidenheim1846_mathiashonsak__2425,4,seriea_fiorentina_cristianobiraghi__2324,0.3706
bundesliga_1fcheidenheim1846_mathiashonsak__2425,5,seriea_genoa_aaronmartin__2425,0.3669
bundesliga_1fcheidenheim1846_mathiashonsak__2425,6,bundesliga_rbleipzig_davidraum__2526,0.3645
bundesliga_1fcheidenheim1846_mathiashonsak__2425,7,bundesliga_vflbochum1848_maximilianwittek__2425,0.3592
bundesliga_1fcheidenheim1846_mathiashonsak__2425,8,seriea_bologna_juanmiranda__2526,0.3583
bundesliga_1fcheidenheim1846_mathiashonsak__2425,9,seriea_internazionale_federicodimarco__2526,0.3565
bundesliga_1fcheidenheim1846_mathiashonsak__2425,10,seriea_bologna_juanmiranda__2425,0.3550
bundesliga_1fcheidenheim1846_mathiashonsak__2526,1,superlig_besiktas_arthurmasuaku__2425,0.2494
bundesliga_1fcheidenheim1846_mathiashonsak__2526,2,premierleague_manchestercity_joskogvardiol__2425,0.2348
bundesliga_1fcheidenheim1846_mathiashonsak__2526,3,superlig_fenerbahce_ferdikadioglu__2324,0.2344
bundesliga_1fcheidenheim1846_mathiashonsak__2526,4,bundesliga_vfbstuttgart_maximilianmittelstadt__2425,0.2341
bundesliga_1fcheidenheim1846_mathiashonsak__2526,5,premierleague_chelsea_marccucurella__2425,0.2312
bundesliga_1fcheidenheim1846_mathiashonsak__2526,6,laliga_laspalmas_sergicardona__2324,0.2259
bundesliga_1fcheidenheim1846_mathiashonsak__2526,7,bundesliga_vfbstuttgart_maximilianmittelstadt__2324,0.2246
bundesliga_1fcheidenheim1846_mathiashonsak__2526,8,superlig_fatihkaragumruk_leventmercan__2324,0.2241
bundesliga_1fcheidenheim1846_mathiashonsak__2526,9,ligue1_lens_matthieuudol__2526,0.2240
bundesliga_1fcheidenheim1846_mathiashonsak__2526,10,laliga_girona_daleyblind__2425,0.2223
bundesliga_1fcheidenheim1846_niklasdorsch__2425,1,superlig_fatihkaragumruk_valentineysseric__2324,0.5126
bundesliga_1fcheidenheim1846_niklasdorsch__2425,2,laliga_barcelona_ilkaygundogan__2324,0.5111
bundesliga_1fcheidenheim1846_niklasdorsch__2425,3,laliga_getafe_luismilla__2526,0.5038
bundesliga_1fcheidenheim1846_niklasdorsch__2425,4,premierleague_westhamunited_jameswardprowse__2324,0.5027
bundesliga_1fcheidenheim1846_niklasdorsch__2425,5,laliga_realmadrid_lukamodric__2425,0.5024
bundesliga_1fcheidenheim1846_niklasdorsch__2425,6,premierleague_brightonhovealbion_pascalgro__2324,0.5019
bundesliga_1fcheidenheim1846_niklasdorsch__2425,7,laliga_getafe_luismilla__2425,0.5011
bundesliga_1fcheidenheim1846_niklasdorsch__2425,8,seriea_inter_hakancalhanoglu__2324,0.5004
bundesliga_1fcheidenheim1846_niklasdorsch__2425,9,superlig_gaziantep_maxim__2526,0.5002
bundesliga_1fcheidenheim1846_niklasdorsch__2425,10,premierleague_astonvilla_douglasluiz__2324,0.4990
bundesliga_1fcheidenheim1846_niklasdorsch__2526,1,laliga_girona_aleixgarcia__2324,0.4465
bundesliga_1fcheidenheim1846_niklasdorsch__2526,2,seriea_inter_hakancalhanoglu__2324,0.4353
bundesliga_1fcheidenheim1846_niklasdorsch__2526,3,superlig_antalyaspor_jakubkaluzinski__2425,0.4343
bundesliga_1fcheidenheim1846_niklasdorsch__2526,4,premierleague_brightonhovealbion_pascalgro__2324,0.4326
bundesliga_1fcheidenheim1846_niklasdorsch__2526,5,laliga_valencia_pepelu__2324,0.4322
bundesliga_1fcheidenheim1846_niklasdorsch__2526,6,superlig_kayserispor_kartalkayrayilmaz__2425,0.4295
bundesliga_1fcheidenheim1846_niklasdorsch__2526,7,bundesliga_1fsvmainz05_nadiemamiri__2425,0.4288
bundesliga_1fcheidenheim1846_niklasdorsch__2526,8,superlig_gaziantep_maxim__2526,0.4286
bundesliga_1fcheidenheim1846_niklasdorsch__2526,9,laliga_barcelona_ilkaygundogan__2324,0.4274
bundesliga_1fcheidenheim1846_niklasdorsch__2526,10,seriea_milan_lukamodric__2526,0.4272
bundesliga_1fcheidenheim1846_omarhaktabtraore__2425,1,seriea_napoli_giovannidilorenzo__2324,0.5635
bundesliga_1fcheidenheim1846_omarhaktabtraore__2425,2,superlig_alanyaspor_florenthadergjonaj__2425,0.5526
bundesliga_1fcheidenheim1846_omarhaktabtraore__2425,3,bundesliga_svwerderbremen_mitchellweiser__2425,0.5283
bundesliga_1fcheidenheim1846_omarhaktabtraore__2425,4,superlig_kayserispor_gokhansazdagi__2425,0.5277
bundesliga_1fcheidenheim1846_omarhaktabtraore__2425,5,seriea_napoli_giovannidilorenzo__2425,0.5259
bundesliga_1fcheidenheim1846_omarhaktabtraore__2425,6,premierleague_westhamunited_vladimircoufal__2324,0.5248
bundesliga_1fcheidenheim1846_omarhaktabtraore__2425,7,laliga_realsociedad_jonaramburu__2425,0.5234
bundesliga_1fcheidenheim1846_omarhaktabtraore__2425,8,laliga_rayovallecano_andreiratiu__2425,0.5233
bundesliga_1fcheidenheim1846_omarhaktabtraore__2425,9,laliga_realsociedad_jonaramburu__2526,0.5223
bundesliga_1fcheidenheim1846_omarhaktabtraore__2425,10,laliga_realsociedad_hamaritraore__2324,0.5221
bundesliga_1fcheidenheim1846_omarhaktabtraore__2526,1,premierleague_westhamunited_vladimircoufal__2324,0.4767
bundesliga_1fcheidenheim1846_omarhaktabtraore__2526,2,superlig_alanyaspor_florenthadergjonaj__2425,0.4755
bundesliga_1fcheidenheim1846_omarhaktabtraore__2526,3,seriea_napoli_giovannidilorenzo__2425,0.4674
bundesliga_1fcheidenheim1846_omarhaktabtraore__2526,4,seriea_napoli_giovannidilorenzo__2324,0.4652
bundesliga_1fcheidenheim1846_omarhaktabtraore__2526,5,superlig_trabzonspor_pedromalheiro__2425,0.4593
bundesliga_1fcheidenheim1846_omarhaktabtraore__2526,6,ligue1_brest_kennylala__2324,0.4538
bundesliga_1fcheidenheim1846_omarhaktabtraore__2526,7,superlig_kayserispor_gokhansazdagi__2425,0.4510
bundesliga_1fcheidenheim1846_omarhaktabtraore__2526,8,bundesliga_fcheidenheim_omarhaktabtraore__2324,0.4481
bundesliga_1fcheidenheim1846_omarhaktabtraore__2526,9,laliga_rayovallecano_andreiratiu__2526,0.4464
bundesliga_1fcheidenheim1846_omarhaktabtraore__2526,10,seriea_lecce_daniloveiga__2526,0.4460
bundesliga_1fcheidenheim1846_patrickmainka__2425,1,seriea_napoli_amirrrahmani__2425,0.4594
bundesliga_1fcheidenheim1846_patrickmainka__2425,2,superlig_antalyaspor_veyselsari__2425,0.4565
bundesliga_1fcheidenheim1846_patrickmainka__2425,3,premierleague_brightonandhovealbion_janpaulvanhecke__2526,0.4523
bundesliga_1fcheidenheim1846_patrickmainka__2425,4,superlig_ankaragucu_urosradakovic__2324,0.4518
bundesliga_1fcheidenheim1846_patrickmainka__2425,5,superlig_antalyaspor_veyselsari__2324,0.4515
bundesliga_1fcheidenheim1846_patrickmainka__2425,6,premierleague_tottenhamhotspur_cristianromero__2324,0.4454
bundesliga_1fcheidenheim1846_patrickmainka__2425,7,superlig_hatayspor_guymarcelinkilama__2324,0.4437
bundesliga_1fcheidenheim1846_patrickmainka__2425,8,bundesliga_fcheidenheim_patrickmainka__2324,0.4394
bundesliga_1fcheidenheim1846_patrickmainka__2425,9,laliga_realbetis_germanpezzella__2324,0.4369
bundesliga_1fcheidenheim1846_patrickmainka__2425,10,laliga_sevilla_loicbade__2425,0.4367
